sentence_text,original_row_index,List_Group,Condition,Direction,Source_File,Source_Type
"pahle bolneka yah hesitancy meri aankhon meh se dukaankar tha, ab wah sukhkar ho gaya hai.",3.0,6,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"lekin sab logon ko abhi ye baat nahi janchi ki ekta ka matlab sirf rajnitik ekta nahi hai, unity imposed hui ekta ke baad humein ek dusre ko know karne ki zaroorat nahi hai.",2.0,6,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"jab hi koi likhne wali disk daal jaati hai, toh aankda unka check shuru ho jaayega.",19.0,6,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"janvary, 1943 mein unhen 26 taariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki.",16.0,6,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"mere pyare deshvaasiyo, yeh kahi jaati hai ke shiksha badh rahi hai.",24.0,6,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"agar hum aaj tyag karte hain, toh aapke baad ke janm ke log phal utha sakte hain.",15.0,6,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
ek aam adam ke liye bahut daur tak ke aekonomik depression ne ekstrem hardship laya kar sakta hai.,21.0,6,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"aur attractions mein chaar museum, ek sculpture park aur ek open-air amphitheatre bhi shamil hain.",5.0,6,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
yeh countries ke kutneetitik sambandhon ke beech kaam kaar ban sakti hai.,25.0,6,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"pehle bolne ka yeh samkoch mere liye duhkarkar tha, ab vah sukarkar ho gaya hai.",3.0,6,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
meeting mein appeal karne wala ne yeh kahe ki usko krishan sikand chhod dena chahiye.,29.0,6,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
sabhi ke paas yeh nahi hai jaanta ki ekta ka matlab sirf raajneeti ke saath nahin juda hota hai jo force se lagaya ja sakta hai.,2.0,6,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
yeh samaj ki *sharariyat* ko *bharne* ka tarika hai aur *sabse* *zaroori* *kaam* karne ka *dost* ban jata hai.,17.0,6,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"january 1943 me, wo ne 26 january se launch hone wale apne naye programmes ko aankh se utara.",16.0,6,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"aur attractions mein chaare museum, ek sculpture park aur ek khuli rangmanc hee shamil hain.",5.0,6,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
this kootneetik sambandhon mein karkiri ban sakta hai rashtron ke beech.,25.0,6,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"small animals like chidiya, chhoti chidiya aur gilhari, it lagta hai, usko bana hai cat ke liye.",12.0,6,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"Additionally, ye system responsible media aur vigilant samaj par depends hai.",23.0,6,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"once pehle bolne ka yeh hesitation mere liye disturbance tha, ab wo comfortable ho gaya hai.",3.0,6,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"Bangladesh ke saath India ne 17,000 acres spread ke 111 territory par claims kar rahe hain.",27.0,6,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
Aisa pehli bar hua hai satra-athra saalo me. Roz head & shoulder lagaya fir bhi dandruff hua hai baalo me.,,7,English_Translation,Human_Ref,,Gold_Injection
"Har sabzi mein pyaaz daalna zaroori hota hai, ab jokes mein bhi.",,7,English_Translation,Human_Ref,,Gold_Injection
exactly !  very true !  bachpan ki yaade dilwate hi admin,,7,English_Translation,Human_Ref,,Gold_Injection
"pisli timahi ke duration mein qimat vistar swikarable seema ke antargat hee tha.  
",20.0,7,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"aap ko fir se aap ke jobse alag ho jaaye to allotment ke liye apply bharni pad sakti hai jab aap apni naukri sampt kar de. 
",14.0,7,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"mere pyaare deshvaasio, yeh kaha jaata hai ki shiksha badh rahi hai.  
",24.0,7,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"India claims 111 enclaves spread over 17,000 acres that fall in bangladesh territory. 



",27.0,7,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"meri pyari deshvaasiyon, yeh kahte hain ki seekhna badhna hai. 
",24.0,7,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"Rajinder Singh Bedi use aata tha aur saath mein baith ke use samjhaata tha. 
",28.0,7,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"vahaan ek baad ek sabhi rajaon evam rajkumaron ne machhi par nishaana sadhne ka prayatn kiya  kinantu safalta hath na lagi.  
",30.0,7,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"Rajinder Singh Bedi kaee-kae ghanta Vira ji ke sirahaane aakar baithte rahte aur Vira ji ke saath unki bimari ke vishay mein vinood karte rahte.  
",28.0,7,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai.  
",3.0,7,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"This value represent the burning flags that were used in such a context last time. 



",6.0,7,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"Rajinder Singh Bedi aata tha aur saath mein baith ke use samjhaata tha. 



",28.0,7,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"in January 1943 woh apne naye programmes ka announcement kiya. 26 January se launch hone wale the.  



",16.0,7,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"The other attractions include four museums, ek sculpture park and an खुली air रंगमंच. 



",5.0,7,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"Additionally, the system is dependent on a responsible media and a satark society. 



",23.0,7,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"It can become kirkiri in the kूटनीतिक sambandhon between raashtron. 



",25.0,7,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"other attractions mein char museums, ek sculpture garden aur ek open air amphitheatre hain. 



",5.0,7,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"ve ek number vocational programmes run karte hain jiske liye varying duration hai. 



",4.0,7,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"aap ko fir se aap ke jobseeker 's allotment ke liye arji bharni pad sakti hai jab aap apni naukri finish kar de. 



",14.0,7,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
meeting me candidate ne appeal karna hee kaha hai ki use Krishna Sikand chhod dena chahiye,29.0,7,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"if we give sacrifice aaj, its benefit aane wali pidi ko milega.",15.0,7,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
logon ne kaha ki is incident ke liye mujhe city boy ne respect diya.,9.0,7,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"Japan aur Korea ke liye few MT systems, English aur Korea ke liye, limited vocabulary mein develop huye hain.",18.0,7,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"India claim kar raha hai 111 enclave jo 17,000 acre par phaila hua hai, jo Bangladesh ki territory mein padte hain.",27.0,7,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
Rajinder Singh Bedi usey ghante ghante baithke samajhne ke liye aa jata tha aur use thoda thoda uthakar samjhaata.,28.0,7,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
January 1943 mein unhone 26 tareekh swatantrata diwas se naye karyakram shuru karna ki ghoshna ki.,16.0,7,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
yeh deshon ke kuteenitiik sambandhon ke beech kirkiri saabit ho sakti hai.,25.0,7,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
You can easily find Hindi aur English words ke meanings in is English Hindi English dictionary.,22.0,7,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
"meeting me, appellant ne kiya ki Krishna Sikand ko chhodne do.",29.0,7,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
January 1943 mein vah apne naye programmes ko 26 January se shuru karne ke liye ghoshit kiya.,16.0,7,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
Isse samaj ki physical maintenance ho jati hai.,17.0,7,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
lame spell of आर्थिक depression चलने वाली आम आदमी को extreme hardship देगी जो लम्बे समय तक कठिनाईयां पेश करेगी.,21.0,7,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"a data integrity test disc ki घुसाई ke baad shuru ho jayega aur yeh process डिस्क ko लिखने yogy hai, aur yeh पूरा हो tab tak jab tak aankdaa sahi ho.",19.0,7,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
ab yeh बस दृश्य puri tarah se प्रतिनिधित्व karte hain.,13.0,7,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Rajinder Singh Bedi use kai-kai hours veera ji ke sirhaney aake baithne aur veera ji ke saath unki bimaari ke vishay mein vinod karte rehte the.,28.0,7,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
mere pyaare countrymen ko kahaa jaataa hai ki education learning bahut fast growing hai.,24.0,7,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
vah varying vocational programmes run karte hain jiske liye number of skills ke liye alag-alag duration hote hain.,4.0,7,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
ye medium se member-ship ka replacement aur samaj ka bhautik aurusthan sureet hota hai.,17.0,7,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
raajinder singh bedi baar baar ghantay ghantay veera ji ke sirahaane aakar baithte the aur veera ji ke saath unki beeimaaree ke vishay mein vinood karte the.,28.0,7,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
saat wahan pahunchna bachchon se kahiye ki apne badon se aas-paas ke gaano aur shahro ke naam poochh kar aao.,26.0,7,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
har ko nahi pata hai ki unity ka matlab sirf political unity nahin hota jo force se lagaya ja sakta hai.,2.0,7,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
tum apni job khatam karne ke baad bhi jobseeker allowance ke liye claim karna hoga.,14.0,7,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
Rajinder Singh Bedi use to aaya kartaa thee aur saath baith ke usko soochhana karte thee ghanteon tak.,28.0,7,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"yeh sabhi aankh mein khushiyon ke aatrishyon mein chaar museum, ek sculpture field aur ek open-air theatre shamil hain.",5.0,7,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
uske baad sab rajaon aur rajakumaron ne machhli par nishana sadhne ka prayas kiya par uske there koi kaam nahin hua.,30.0,7,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
fir se aap ko jobse ek baar aur application submit karna pad sakta hai jab aap apni job khatam kar de.,14.0,7,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
yeh site English se Hindi aur Hindi se English ke liye dictionary provide karta hai.,22.0,7,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
system ka baap-betab hai responsible media aur vigilant samaj ke upar.,23.0,7,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
balo ko apne badeo se paas ke gaon ya kahanon ke naam *poochhna* chahiye.,26.0,7,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
but sab logon ko yeh baat nahi malum ki ekta ka matlab nahi hai jo rajneetik ekta ho jo force se lagaya ja sake.,2.0,7,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
the कर्मचारी ki सेवाएँ contract समाप्ति के बाद रद्द कर दी गईं.,8.0,7,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
they chalate hain asankhya vyavasayik kaaryakram ke saath alag-alag kaushal ke saath.,4.0,7,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
ek long economic depression common man ko extreme hardship dene wala hai.,21.0,7,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
contract ke termination par uska service terminate kar diya gaya.,8.0,7,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
vahin many kings aur princes ne fish par target lagaane ka try kiya par success nahin hui.,30.0,7,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"ahaa voh dinnn ! chupke se paise le ke comics khareedna, awesome days !",,8,English_Translation,Human_Ref,,Gold_Injection
Eid kab hain? Jis din Salman ki filim release hoti hai.,,8,English_Translation,Human_Ref,,Gold_Injection
"Thanks bhai bas pyar barkarar rahe, subscribe kar lijiyega",,8,English_Translation,Human_Ref,,Gold_Injection
"ankada akhandta jaanch shuru ho jaegi jaise hee koi likhne yogya disk ghusi jaati hai. 
",19.0,8,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"they asankey vyavasayik karyakram chalaate hain jiske  different kaushal ke liye alag-alag avadhi hai.  
",4.0,8,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"karmachari ke karar ki samaptI par uski sevaan radd kar di gai.  
",8.0,8,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"data integrity test shuru hoga jab disc lag jayega. 
",19.0,8,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"other attractions me include chhaar museums, ek sculpture park aur ek open air amphitheatre hai. 
",5.0,8,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"meri baat karne mein sharam, jo ek daur tha, ab khushi hai. 



",3.0,8,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"aap ko fir apke jobse alag  allottanche ke liye apply bharni pad sakti hai jab aap apni naukri samat kar de.  
",14.0,8,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"last quarter ke during price vishtaar acceptable limit ke andar hee tha.  
",20.0,8,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"par is karan shehar ke ladke mujhe bhaav dene lage.  
",9.0,8,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"Through it, membership is replaced aur society ka physical maintenance hota hai.  



",17.0,8,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"a few MT systems Japan - Korea, English - Korea,  ke liye developed hain. 



",18.0,8,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"Adverse balance of payment ek common trend hai developing countries mein.  



",7.0,8,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"A  aankada  integrity test  shuru hoga  jaise hi  diskk  ghusaai  hoga. 



",19.0,8,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"And because they supposedly bolte for garibhon ka paks their voice gets heard more. 



",1.0,8,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"You will still have to fir  Arjee  झोब्सेएकेर् Allowance again when you finish your naukri kar  samapt. 



",14.0,8,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"Where King and country coincide, wahaan vikalp ka prashn hee nahi uthta. 



",10.0,8,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"Adverse payment balance ek common trend hai developing deshon mein. 



",7.0,8,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"karmachari ke contract ki cessation par uski sevaein radd kar di gai.  
",8.0,8,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"now yaad hai, ye prakriya ke bas drishya pratinidhitv kar rahe hain.",13.0,8,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"pahle bolneka yah sankoch mere liye dukhakar tha, ab vah sukhaakar ho gaya hai.",3.0,8,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"iske alawa, yah vyavastha zimmedaar media taha satark samaj par nibhar hai.",23.0,8,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"Lekin incident ke baad, Upara city ka ladke aur ladkiyon ne mujhe samman se dekha.",9.0,8,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
Lekin har koi nahin jaante hain ki ekta ka matlab usi political ekta se nahin hai jo dabav se lagaya ja sakta hai.,2.0,8,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"anya attractions mei char museums, ek sculpture park aur ek open air amphitheatre shaamil hain.",5.0,8,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"some systems Japan-Korea, English-Korea ko limit vocabulary ke liye develop ki gayi hain.",18.0,8,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
they run numerous professional programs whose different skills ka duration different hoga.,4.0,8,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
"small bird, mouse aur rat to jaise kitty ke liye hi baney hain.",12.0,8,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
data integrity test disk par lagta hai jab ki disc insert ho jayega.,19.0,8,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
abhi bhi aap apne job khete hue jab tak jobseeker's allowance ka claim karna hoga.,14.0,8,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
yeh website English se Hindi ka Dictionary bhi de rahi hai aur Hindi se English ka Dictionary bhi.,22.0,8,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
ek raja ne fish ko निशाना लगane ki koshish ki lekin हाथ नहीं लगे.,30.0,8,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Bachon se कहिए कि वे आसपास के गांवों के नाम अपने बड़ों से पूछ आएं और वहां पहुंचना होगा.,26.0,8,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"If we sacrifice today, our future generations will enjoy the results detaa honge.",15.0,8,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"Jahaan King aur country saman hote hain, vahan option ka question hi nahin uthata, jahaan sab kuch coincide karta hai.",10.0,8,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"kuch pranaliyan Japan-Korea, English-Korea ko simeet shabdavali ke liye MT viksit ki gayi hain.",18.0,8,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
aap ko fir se aapke Jobseeker ke liye allotment ke liye arzi bharna pad sakta hai jab aap apni naukri finish kar de.,14.0,8,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"bharat ka bangladesh ki siima mein 17,000 ekda parikal (acre) vale 111 parikshit (disputed) areas par daava hai.",27.0,8,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"iske alawa, ye vyavastha jimmadar media aur satark samaj par nibhar hai.",23.0,8,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
uske baad ek ke baad sab rajaon aur rajakumaron ne machhli par nishana sadhne ka prayas kiya lekin kaamyaab na hua.,30.0,8,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
yeh to sirf dikkat ke liye ek visual protsess hee hai.,13.0,8,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"""developing countries"" mein ""adverse balance of payment"" ek common trend hai.",7.0,8,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
is se membership badal jaata hai aur samaj ka shariirik upayog bhi taqreer hota hai.,17.0,8,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
pichli trimahi ke doora kitam vastar swikaraya sima ke antargat hi tha.,20.0,8,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"mere pyare deshvaasiyo, yeh kahi jaati hai ke shiksha badh rahi hai.",24.0,8,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
raajinder singh bedi kae-kae ghaNTe veera ke sirahane aakar baith ke rehte the aur veera ke saath unki bee-maaree ke vishay mein vinood karte rehte.,28.0,8,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
yeh diplomatik raishan mein ek *chintaa* ban sakta hai.,25.0,8,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
duniya mein price ka spread last quarter mein acceptable range mein raha tha.,20.0,8,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"jahan raaja aur desh ek ho, voh toh ek hi cheez hai, koi alternative nahin hai.",10.0,8,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"as soon as the disk is inserted, data integrity test kaa shuru hogaa.",19.0,8,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"Bharat ne Bangladesh ke 111 parikshitron ka daava kiya hai jo 17,000 aade ke siema ke vishesh kshetrvale hain.",27.0,8,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
it ke through samaj ki member-ship pratisthaapna ho raha hai aur samaj ka physical maintenance toh samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki sam,17.0,8,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
unme number of vocational programmes run hote hain jo varying duration ke liye hain.,4.0,8,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
yeh value last time ke dhvajon ka hi rahega jo is tarah ka use hua tha.,6.0,8,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
bacchon se kehte hain ki apne baadon se aas-paas ke gaon aur shaharon ke naam *find* kar ke aao.,26.0,8,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"faisal bhai aap bhi guddu ki animation series kyun nahi banate ,  like chotta bheem . ",,9,English_Translation,Human_Ref,,Gold_Injection
chahe kitni bhi games ho...  khelenge to mario aur contra hi...,,9,English_Translation,Human_Ref,,Gold_Injection
"yahan log khoya pyar dhundne mein lage hai, tumhe khoye book ki padi hai? Where is tolerance?",,9,English_Translation,Human_Ref,,Gold_Injection
"vahaan ek baad ek sabhi rajaon evam rajkumaron ne machhi par nishaana sadhne ka prayatn kiya kintu safalta haath na lagi. 
",30.0,9,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"lambaa samay tak chalne wali aarthik mandi aam aadmi ki kathinaaiyan badha degi. 
",21.0,9,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"ye maan jalte dhvajon ka pratinitv karta hai jo ki is tarah ke sandarbh mein pichli baar prayukt the. 
",6.0,9,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"price spread tha tolerable limit mein last quarter mein. 
",20.0,9,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"but baad mein incident ke baad, the Upara city boys aur girls ne mujhe  dekh ke  respect se dekha.  
",9.0,9,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"adverse balance of payment hai ek common trend in developing countries. 



",7.0,9,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"baithak mein appeal-arthee ne anurodh kiya hai ki usse krishna sikand chhod dena chahiye 



",29.0,9,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"mere pyare deshvaasiyo, yeh kaha jata hai ki shiksha badh rahi hai.  
",24.0,9,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"ankada akhandata jaanch shuru hogi jaise hee koi likhne yogya disk ghusayi jati hai.  
",19.0,9,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"India claims 111 enclaves spread over 17,000 acres that fall in Bangladesh territory.  



",27.0,9,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"Moreover, woh Gandhi ko inquiry karne ka permission bhi diya.  
",11.0,9,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"long spell of economic depression common man ko bahut mushkil hoga.  
",21.0,9,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"This site provides an English to Hindi dictionary as well as a Hindi to English dictionary. 



",22.0,9,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"But after the  ghTana, the  shahar ladke aur ladkiyan mujhe bhav dene lage. 



",9.0,9,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"My hesitancy in bolneka, which was once dukhkar, is now sukhkar. 



",3.0,9,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"vahaan ek baad ek bahut saare Kings aur princes ne fish par nishaana saadhne ka prayatn kiya kintu saफलता haath na lagi. 



",30.0,9,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
