Participant,List_Number,Sentence_Text,Item_ID,Model,Source_Lang,Condition,Naturalness,Likelihood,Changes
R_20Vk1CNpMTMOZfP,6,`But sabko pata nahin hai ki unity matlab sirf rajneeti unity nahin jo imposed ho sakta.,2.0,Gemma,English,ECT,4,2.0,
R_8VD84o9JBcOciSW,6,`They run a number of vocational programmes with varying duration of different skills.,4.0,Gemma,English,ECT,3,3.0,
R_20Vk1CNpMTMOZfP,6,`They run a number of vocational programmes with varying duration of different skills.,4.0,Gemma,English,ECT,5,5.0,
R_8VD84o9JBcOciSW,6,"`where raja aur desh milte hain, wahaan alternative ka sawal hi nahin uthta.",10.0,Gemma,English,ECT,3,3.0,
R_20Vk1CNpMTMOZfP,6,"`where raja aur desh milte hain, wahaan alternative ka sawal hi nahin uthta.",10.0,Gemma,English,ECT,5,5.0,
R_8VD84o9JBcOciSW,6,"`If we dete aaj, aane wali peedhi ka fayda uthayegi.",15.0,Gemma,English,Matrix,1,1.0,Change dete to give   And remove ka
R_20Vk1CNpMTMOZfP,6,"`If we dete aaj, aane wali peedhi ka fayda uthayegi.",15.0,Gemma,English,Matrix,1,1.0,Doesn’t sound right
R_8VD84o9JBcOciSW,6,"`A few MT systems jaapan-korea, english-korea, vikasit hain for seeemit praanalian.",18.0,Gemma,English,Matrix,1,1.0,Don’t understand the sentence 
R_20Vk1CNpMTMOZfP,6,"`A few MT systems jaapan-korea, english-korea, vikasit hain for seeemit praanalian.",18.0,Gemma,English,Matrix,1,1.0,
R_8VD84o9JBcOciSW,6,`They chalaate anasany koushal vyaavsayik karyakram with varying duration of different skills.,4.0,Gemma,English,Matrix,1,1.0,Don’t understand the sentence 
R_20Vk1CNpMTMOZfP,6,`They chalaate anasany koushal vyaavsayik karyakram with varying duration of different skills.,4.0,Gemma,English,Matrix,1,1.0,Not the right english and hindi words usage I’d use
R_8VD84o9JBcOciSW,6,"`mere pyare deshvaasio, yeh kaha jata hai ki learning growing hai.",24.0,Gemma,Hindi,Matrix,2,2.0,Change sentence to learning is growing 
R_20Vk1CNpMTMOZfP,6,"`mere pyare deshvaasio, yeh kaha jata hai ki learning growing hai.",24.0,Gemma,Hindi,Matrix,5,4.0,
R_8VD84o9JBcOciSW,6,"`Additionally, yeh system responsible media aur vigilant samaj par nirbhar hai.",23.0,Gemma,Hindi,Matrix,5,5.0,
R_20Vk1CNpMTMOZfP,6,"`Additionally, yeh system responsible media aur vigilant samaj par nirbhar hai.",23.0,Gemma,Hindi,Matrix,4,4.0,
R_8VD84o9JBcOciSW,6,`Rajinder Singh Bedi kai-kai ghanta Vira ji ke sIrahane aakar baithte rahte aur Vira ji ke saath unki bimari ke vishay mein  used to come together hours.,28.0,Gemma,Hindi,Matrix,1,1.0,Sentence doesn’t make sense 
R_20Vk1CNpMTMOZfP,6,`Rajinder Singh Bedi kai-kai ghanta Vira ji ke sIrahane aakar baithte rahte aur Vira ji ke saath unki bimari ke vishay mein  used to come together hours.,28.0,Gemma,Hindi,Matrix,2,1.0,
R_8VD84o9JBcOciSW,6,`last quarter ke dauran price expansion acceptable limit ke under hee thi.,20.0,Llama,Hindi,Baseline,5,5.0,
R_20Vk1CNpMTMOZfP,6,`last quarter ke dauran price expansion acceptable limit ke under hee thi.,20.0,Llama,Hindi,Baseline,5,5.0,
R_8VD84o9JBcOciSW,6,"`mere pyaare deshwaasiyo, yah kahaa jaataa hai ki siksha badh rahi hai.",24.0,Llama,Hindi,Baseline,5,4.0,
R_20Vk1CNpMTMOZfP,6,"`mere pyaare deshwaasiyo, yah kahaa jaataa hai ki siksha badh rahi hai.",24.0,Llama,Hindi,Baseline,4,2.0,
R_8VD84o9JBcOciSW,6,`Rajinder Singh BEDI many-many hours Veera ji ke sirhaney aakar baitha rehte aur Veera ji ke saath unki bimari ke vishay mein vinod karte rehte.,28.0,Llama,Hindi,Baseline,3,3.0,I don’t fully understand the meaning of Vinod. A simpler word could be used 
R_20Vk1CNpMTMOZfP,6,`Rajinder Singh BEDI many-many hours Veera ji ke sirhaney aakar baitha rehte aur Veera ji ke saath unki bimari ke vishay mein vinod karte rehte.,28.0,Llama,Hindi,Baseline,2,1.0,
R_8VD84o9JBcOciSW,6,`adverse balance of payment ek common trend hai developing countries mein.,7.0,Llama,English,Baseline,5,5.0,
R_20Vk1CNpMTMOZfP,6,`adverse balance of payment ek common trend hai developing countries mein.,7.0,Llama,English,Baseline,5,5.0,
R_8VD84o9JBcOciSW,6,"`ab hamein jeewan dena hoga, toh aage ki piddiyon ko anand milega.",15.0,Llama,English,Baseline,4,4.0,
R_20Vk1CNpMTMOZfP,6,"`ab hamein jeewan dena hoga, toh aage ki piddiyon ko anand milega.",15.0,Llama,English,Baseline,1,1.0,
R_8VD84o9JBcOciSW,6,`ek lambi aarthaatmak sankat kaal common man ko bahut hi durdaai dega.,21.0,Llama,English,Baseline,1,1.0,Not easy to understand 
R_20Vk1CNpMTMOZfP,6,`ek lambi aarthaatmak sankat kaal common man ko bahut hi durdaai dega.,21.0,Llama,English,Baseline,3,1.0,
R_8VD84o9JBcOciSW,6,`you ko phir aap ko job se aakhiri baar allot karne ke liye arzi bharna pad sakta hai jab aap aapni naukri samapt kar de.,14.0,Llama,Hindi,ECT,2,2.0,Difficult to understand 
R_20Vk1CNpMTMOZfP,6,`you ko phir aap ko job se aakhiri baar allot karne ke liye arzi bharna pad sakta hai jab aap aapni naukri samapt kar de.,14.0,Llama,Hindi,ECT,1,1.0,
R_8VD84o9JBcOciSW,6,"`pehle bolneka yah sankoch mera lie dukhakar tha, ab vah sukhkar ho gaya hai.",3.0,Llama,Hindi,ECT,2,2.0,"Very pure Hindi , not commonly used "
R_20Vk1CNpMTMOZfP,6,"`pehle bolneka yah sankoch mera lie dukhakar tha, ab vah sukhkar ho gaya hai.",3.0,Llama,Hindi,ECT,1,1.0,
R_8VD84o9JBcOciSW,6,"`iske atirikt, unhone Gāndhiji ko janch karni ki anumati bhee dee.",11.0,Llama,Hindi,ECT,4,4.0,
R_20Vk1CNpMTMOZfP,6,"`iske atirikt, unhone Gāndhiji ko janch karni ki anumati bhee dee.",11.0,Llama,Hindi,ECT,5,2.0,"
"
R_8VD84o9JBcOciSW,6,"`vishay kaaranatmak balaans payment ka kharaab hai, iska lakshya vikasit deshon mein aam baat hai.",7.0,Llama,English,ECT,2,2.0,The sentence is not easy to understand 
R_20Vk1CNpMTMOZfP,6,"`vishay kaaranatmak balaans payment ka kharaab hai, iska lakshya vikasit deshon mein aam baat hai.",7.0,Llama,English,ECT,1,1.0,
R_8VD84o9JBcOciSW,6,"`Lekin upar incident ke baad, Upara city ke ladke ladkiyon ne mujhe adab aur samman se dekha.",9.0,Llama,English,ECT,4,4.0,
R_20Vk1CNpMTMOZfP,6,"`Lekin upar incident ke baad, Upara city ke ladke ladkiyon ne mujhe adab aur samman se dekha.",9.0,Llama,English,ECT,4,4.0,
R_8VD84o9JBcOciSW,6,`aur unki awaaz poor logon ke liye baat karne wale ke liye suni jaati hai.,1.0,Llama,English,ECT,3,3.0,
R_20Vk1CNpMTMOZfP,6,`aur unki awaaz poor logon ke liye baat karne wale ke liye suni jaati hai.,1.0,Llama,English,ECT,4,2.0,
R_8VD84o9JBcOciSW,6,`It can become कूटनीतिक संबंधों में किरकिरी बन सकती है राष्ट्रों के बीच.,25.0,Llama,English,Matrix,1,1.0,
R_20Vk1CNpMTMOZfP,6,`It can become कूटनीतिक संबंधों में किरकिरी बन सकती है राष्ट्रों के बीच.,25.0,Llama,English,Matrix,5,4.0,
R_8VD84o9JBcOciSW,6,`Jahan राजा aur देश milte hain wahan प्रश्न ka koi विकल्प ही नहीं हो सकता.,10.0,Llama,English,Matrix,3,3.0,
R_20Vk1CNpMTMOZfP,6,`Jahan राजा aur देश milte hain wahan प्रश्न ka koi विकल्प ही नहीं हो सकता.,10.0,Llama,English,Matrix,5,4.0,
R_8VD84o9JBcOciSW,6,`You will still have to claim झोब्सेएकेर् की अर्जी फिर से लेनी padegi jab aapki नौकरी समाप्त हो jayegi.,14.0,Llama,English,Matrix,1,1.0,
R_20Vk1CNpMTMOZfP,6,`You will still have to claim झोब्सेएकेर् की अर्जी फिर से लेनी padegi jab aapki नौकरी समाप्त हो jayegi.,14.0,Llama,English,Matrix,1,1.0,
R_8VD84o9JBcOciSW,6,"`Is English Hindi English dictionary me aap as easily Hindi aur English words ke meanings search kar sakte hain, jis site English Dictionary provides.",22.0,Llama,Hindi,Matrix,2,2.0,
R_20Vk1CNpMTMOZfP,6,"`Is English Hindi English dictionary me aap as easily Hindi aur English words ke meanings search kar sakte hain, jis site English Dictionary provides.",22.0,Llama,Hindi,Matrix,1,1.0,Doesn’t make sense
R_8VD84o9JBcOciSW,6,"`pahle bolneka yah hesitancy meri aankhon meh se dukaankar tha, ab wah sukhkar ho gaya hai.",3.0,Llama,Hindi,Matrix,1,1.0,
R_20Vk1CNpMTMOZfP,6,"`pahle bolneka yah hesitancy meri aankhon meh se dukaankar tha, ab wah sukhkar ho gaya hai.",3.0,Llama,Hindi,Matrix,1,1.0,I don’t get what ddukaankar means
R_8VD84o9JBcOciSW,6,"`lekin sab logon ko abhi ye baat nahi janchi ki ekta ka matlab sirf rajnitik ekta nahi hai, unity imposed hui ekta ke baad humein ek dusre ko know karne ki zaroorat nahi hai.",2.0,Llama,Hindi,Matrix,1,1.0,
R_20Vk1CNpMTMOZfP,6,"`lekin sab logon ko abhi ye baat nahi janchi ki ekta ka matlab sirf rajnitik ekta nahi hai, unity imposed hui ekta ke baad humein ek dusre ko know karne ki zaroorat nahi hai.",2.0,Llama,Hindi,Matrix,2,1.0,
R_8VD84o9JBcOciSW,6,"`jab hi koi likhne wali disk daal jaati hai, toh aankda unka check shuru ho jaayega.",19.0,Mistral,Hindi,Baseline,3,3.0,
R_20Vk1CNpMTMOZfP,6,"`jab hi koi likhne wali disk daal jaati hai, toh aankda unka check shuru ho jaayega.",19.0,Mistral,Hindi,Baseline,1,1.0,
R_8VD84o9JBcOciSW,6,"`janvary, 1943 mein unhen 26 taariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki.",16.0,Mistral,Hindi,Baseline,4,4.0,
R_20Vk1CNpMTMOZfP,6,"`janvary, 1943 mein unhen 26 taariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki.",16.0,Mistral,Hindi,Baseline,5,1.0,
R_8VD84o9JBcOciSW,6,"`mere pyare deshvaasiyo, yeh kahi jaati hai ke shiksha badh rahi hai.",24.0,Mistral,Hindi,Baseline,5,5.0,
R_20Vk1CNpMTMOZfP,6,"`mere pyare deshvaasiyo, yeh kahi jaati hai ke shiksha badh rahi hai.",24.0,Mistral,Hindi,Baseline,1,1.0,
R_8VD84o9JBcOciSW,6,"`agar hum aaj tyag karte hain, toh aapke baad ke janm ke log phal utha sakte hain.",15.0,Mistral,English,Baseline,5,5.0,
R_20Vk1CNpMTMOZfP,6,"`agar hum aaj tyag karte hain, toh aapke baad ke janm ke log phal utha sakte hain.",15.0,Mistral,English,Baseline,5,4.0,
R_8VD84o9JBcOciSW,6,`ek aam adam ke liye bahut daur tak ke aekonomik depression ne ekstrem hardship laya kar sakta hai.,21.0,Mistral,English,Baseline,2,2.0,
R_20Vk1CNpMTMOZfP,6,`ek aam adam ke liye bahut daur tak ke aekonomik depression ne ekstrem hardship laya kar sakta hai.,21.0,Mistral,English,Baseline,1,1.0,
R_8VD84o9JBcOciSW,6,"`aur attractions mein chaar museum, ek sculpture park aur ek open-air amphitheatre bhi shamil hain.",5.0,Mistral,English,Baseline,5,5.0,
R_20Vk1CNpMTMOZfP,6,"`aur attractions mein chaar museum, ek sculpture park aur ek open-air amphitheatre bhi shamil hain.",5.0,Mistral,English,Baseline,5,4.0,
R_8VD84o9JBcOciSW,6,`yeh countries ke kutneetitik sambandhon ke beech kaam kaar ban sakti hai.,25.0,Mistral,Hindi,ECT,2,2.0,
R_20Vk1CNpMTMOZfP,6,`yeh countries ke kutneetitik sambandhon ke beech kaam kaar ban sakti hai.,25.0,Mistral,Hindi,ECT,4,3.0,
R_8VD84o9JBcOciSW,6,"`pehle bolne ka yeh samkoch mere liye duhkarkar tha, ab vah sukarkar ho gaya hai.",3.0,Mistral,Hindi,ECT,1,1.0,
R_20Vk1CNpMTMOZfP,6,"`pehle bolne ka yeh samkoch mere liye duhkarkar tha, ab vah sukarkar ho gaya hai.",3.0,Mistral,Hindi,ECT,2,1.0,
R_8VD84o9JBcOciSW,6,`meeting mein appeal karne wala ne yeh kahe ki usko krishan sikand chhod dena chahiye.,29.0,Mistral,Hindi,ECT,3,3.0,
R_20Vk1CNpMTMOZfP,6,`meeting mein appeal karne wala ne yeh kahe ki usko krishan sikand chhod dena chahiye.,29.0,Mistral,Hindi,ECT,4,4.0,
R_8VD84o9JBcOciSW,6,`sabhi ke paas yeh nahi hai jaanta ki ekta ka matlab sirf raajneeti ke saath nahin juda hota hai jo force se lagaya ja sakta hai.,2.0,Mistral,English,ECT,1,1.0,
R_20Vk1CNpMTMOZfP,6,`sabhi ke paas yeh nahi hai jaanta ki ekta ka matlab sirf raajneeti ke saath nahin juda hota hai jo force se lagaya ja sakta hai.,2.0,Mistral,English,ECT,5,4.0,
R_8VD84o9JBcOciSW,6,`yeh samaj ki *sharariyat* ko *bharne* ka tarika hai aur *sabse* *zaroori* *kaam* karne ka *dost* ban jata hai.,17.0,Mistral,English,ECT,3,3.0,
R_20Vk1CNpMTMOZfP,6,`yeh samaj ki *sharariyat* ko *bharne* ka tarika hai aur *sabse* *zaroori* *kaam* karne ka *dost* ban jata hai.,17.0,Mistral,English,ECT,1,1.0,
R_8VD84o9JBcOciSW,6,"`january 1943 me, wo ne 26 january se launch hone wale apne naye programmes ko aankh se utara.",16.0,Mistral,English,ECT,1,1.0,
R_20Vk1CNpMTMOZfP,6,"`january 1943 me, wo ne 26 january se launch hone wale apne naye programmes ko aankh se utara.",16.0,Mistral,English,ECT,1,1.0,
R_8VD84o9JBcOciSW,6,"`aur attractions mein chaare museum, ek sculpture park aur ek khuli rangmanc hee shamil hain.",5.0,Mistral,English,Matrix,3,3.0,
R_20Vk1CNpMTMOZfP,6,"`aur attractions mein chaare museum, ek sculpture park aur ek khuli rangmanc hee shamil hain.",5.0,Mistral,English,Matrix,3,1.0,
R_8VD84o9JBcOciSW,6,`this kootneetik sambandhon mein karkiri ban sakta hai rashtron ke beech.,25.0,Mistral,English,Matrix,2,2.0,
R_20Vk1CNpMTMOZfP,6,`this kootneetik sambandhon mein karkiri ban sakta hai rashtron ke beech.,25.0,Mistral,English,Matrix,1,1.0,
R_8VD84o9JBcOciSW,6,"`small animals like chidiya, chhoti chidiya aur gilhari, it lagta hai, usko bana hai cat ke liye.",12.0,Mistral,English,Matrix,3,3.0,
R_20Vk1CNpMTMOZfP,6,"`small animals like chidiya, chhoti chidiya aur gilhari, it lagta hai, usko bana hai cat ke liye.",12.0,Mistral,English,Matrix,1,1.0,
R_8VD84o9JBcOciSW,6,"`Additionally, ye system responsible media aur vigilant samaj par depends hai.",23.0,Mistral,Hindi,Matrix,5,5.0,
R_20Vk1CNpMTMOZfP,6,"`Additionally, ye system responsible media aur vigilant samaj par depends hai.",23.0,Mistral,Hindi,Matrix,5,5.0,
R_8VD84o9JBcOciSW,6,"`once pehle bolne ka yeh hesitation mere liye disturbance tha, ab wo comfortable ho gaya hai.",3.0,Mistral,Hindi,Matrix,2,2.0,
R_20Vk1CNpMTMOZfP,6,"`once pehle bolne ka yeh hesitation mere liye disturbance tha, ab wo comfortable ho gaya hai.",3.0,Mistral,Hindi,Matrix,5,4.0,
R_8VD84o9JBcOciSW,6,"`Bangladesh ke saath India ne 17,000 acres spread ke 111 territory par claims kar rahe hain.`",27.0,Mistral,Hindi,Matrix,3,3.0,
R_20Vk1CNpMTMOZfP,6,"`Bangladesh ke saath India ne 17,000 acres spread ke 111 territory par claims kar rahe hain.`",27.0,Mistral,Hindi,Matrix,4,4.0,
R_27jmHxlLG74knHb,7,Aisa pehli bar hua hai satra-athra saalo me. Roz head & shoulder lagaya fir bhi dandruff hua hai baalo me.,,Human,N/A,Human_Ref,4,3.0,
R_81GmAV1wdQnvKp4,7,Aisa pehli bar hua hai satra-athra saalo me. Roz head & shoulder lagaya fir bhi dandruff hua hai baalo me.,,Human,N/A,Human_Ref,4,2.0,
R_2AXvPGVxtOq36Ex,7,Aisa pehli bar hua hai satra-athra saalo me. Roz head & shoulder lagaya fir bhi dandruff hua hai baalo me.,,Human,N/A,Human_Ref,3,4.0,Aisa pehli bar hua hai satra-athra saalo me. Roz head & shoulder lagaya fir bhi baalo me dandruff hua hai
R_27jmHxlLG74knHb,7,"`Har sabzi mein pyaaz daalna zaroori hota hai, ab jokes mein bhi.",,Human,N/A,Human_Ref,3,1.0,
R_81GmAV1wdQnvKp4,7,"`Har sabzi mein pyaaz daalna zaroori hota hai, ab jokes mein bhi.",,Human,N/A,Human_Ref,2,1.0,"pyaaz and jokes don't have much in common
"
R_2AXvPGVxtOq36Ex,7,"`Har sabzi mein pyaaz daalna zaroori hota hai, ab jokes mein bhi.",,Human,N/A,Human_Ref,2,1.0,"Har baat mein wohi cheez ghusa dete ho, even in jokes"
R_27jmHxlLG74knHb,7,`exactly !  very true !  bachpan ki yaade dilwate hi admin,,Human,N/A,Human_Ref,1,1.0,
R_81GmAV1wdQnvKp4,7,`exactly !  very true !  bachpan ki yaade dilwate hi admin,,Human,N/A,Human_Ref,3,3.0,
R_2AXvPGVxtOq36Ex,7,`exactly !  very true !  bachpan ki yaade dilwate hi admin,,Human,N/A,Human_Ref,2,1.0,full bachpan yaad aa gaye
R_27jmHxlLG74knHb,7,`pisli timahi ke duration mein qimat vistar swikarable seema ke antargat hee tha.,20.0,Gemma,Hindi,Baseline,1,1.0,
R_81GmAV1wdQnvKp4,7,`pisli timahi ke duration mein qimat vistar swikarable seema ke antargat hee tha.,20.0,Gemma,Hindi,Baseline,1,1.0,"Not sure what it means
"
R_2AXvPGVxtOq36Ex,7,`pisli timahi ke duration mein qimat vistar swikarable seema ke antargat hee tha.,20.0,Gemma,Hindi,Baseline,1,1.0,I would change the sentence completely. 
R_27jmHxlLG74knHb,7,`aap ko fir se aap ke jobse alag ho jaaye to allotment ke liye apply bharni pad sakti hai jab aap apni naukri sampt kar de.,14.0,Gemma,Hindi,Baseline,1,1.0,
R_81GmAV1wdQnvKp4,7,`aap ko fir se aap ke jobse alag ho jaaye to allotment ke liye apply bharni pad sakti hai jab aap apni naukri sampt kar de.,14.0,Gemma,Hindi,Baseline,3,3.0,"seems like a run on, could be more brief"
R_2AXvPGVxtOq36Ex,7,`aap ko fir se aap ke jobse alag ho jaaye to allotment ke liye apply bharni pad sakti hai jab aap apni naukri sampt kar de.,14.0,Gemma,Hindi,Baseline,3,3.0,
R_27jmHxlLG74knHb,7,"`mere pyaare deshvaasio, yeh kaha jaata hai ki shiksha badh rahi hai.",24.0,Gemma,Hindi,Baseline,5,2.0,
R_81GmAV1wdQnvKp4,7,"`mere pyaare deshvaasio, yeh kaha jaata hai ki shiksha badh rahi hai.",24.0,Gemma,Hindi,Baseline,5,3.0,
R_2AXvPGVxtOq36Ex,7,"`mere pyaare deshvaasio, yeh kaha jaata hai ki shiksha badh rahi hai.",24.0,Gemma,Hindi,Baseline,3,2.0,"would change deshvaasio, sounds excessively formal"
R_27jmHxlLG74knHb,7,"`India claims 111 enclaves spread over 17,000 acres that fall in bangladesh territory.",27.0,Gemma,English,Baseline,5,4.0,
R_81GmAV1wdQnvKp4,7,"`India claims 111 enclaves spread over 17,000 acres that fall in bangladesh territory.",27.0,Gemma,English,Baseline,5,2.0,
R_2AXvPGVxtOq36Ex,7,"`India claims 111 enclaves spread over 17,000 acres that fall in bangladesh territory.",27.0,Gemma,English,Baseline,4,4.0," ...spread over 17,000 acres in bangledesh."
R_27jmHxlLG74knHb,7,"`meri pyari deshvaasiyon, yeh kahte hain ki seekhna badhna hai.",24.0,Gemma,English,Baseline,2,2.0,
R_81GmAV1wdQnvKp4,7,"`meri pyari deshvaasiyon, yeh kahte hain ki seekhna badhna hai.",24.0,Gemma,English,Baseline,4,2.0,meri should be mere (assuming you are refering to both male and female audiences)
R_2AXvPGVxtOq36Ex,7,"`meri pyari deshvaasiyon, yeh kahte hain ki seekhna badhna hai.",24.0,Gemma,English,Baseline,4,4.0,"again too formal, even in formal settings "
R_27jmHxlLG74knHb,7,`Rajinder Singh Bedi use aata tha aur saath mein baith ke use samjhaata tha.,28.0,Gemma,English,Baseline,1,1.0,
R_81GmAV1wdQnvKp4,7,`Rajinder Singh Bedi use aata tha aur saath mein baith ke use samjhaata tha.,28.0,Gemma,English,Baseline,4,3.0,first usse seems unnecessary
R_2AXvPGVxtOq36Ex,7,`Rajinder Singh Bedi use aata tha aur saath mein baith ke use samjhaata tha.,28.0,Gemma,English,Baseline,5,5.0,
R_27jmHxlLG74knHb,7,`vahaan ek baad ek sabhi rajaon evam rajkumaron ne machhi par nishaana sadhne ka prayatn kiya  kinantu safalta hath na lagi.,30.0,Gemma,Hindi,ECT,1,1.0,
R_81GmAV1wdQnvKp4,7,`vahaan ek baad ek sabhi rajaon evam rajkumaron ne machhi par nishaana sadhne ka prayatn kiya  kinantu safalta hath na lagi.,30.0,Gemma,Hindi,ECT,4,2.0,
R_2AXvPGVxtOq36Ex,7,`vahaan ek baad ek sabhi rajaon evam rajkumaron ne machhi par nishaana sadhne ka prayatn kiya  kinantu safalta hath na lagi.,30.0,Gemma,Hindi,ECT,2,1.0,Too much information in one sentence. I would put one SOV per line.
R_27jmHxlLG74knHb,7,`Rajinder Singh Bedi kaee-kae ghanta Vira ji ke sirahaane aakar baithte rahte aur Vira ji ke saath unki bimari ke vishay mein vinood karte rahte.,28.0,Gemma,Hindi,ECT,2,1.0,
R_81GmAV1wdQnvKp4,7,`Rajinder Singh Bedi kaee-kae ghanta Vira ji ke sirahaane aakar baithte rahte aur Vira ji ke saath unki bimari ke vishay mein vinood karte rahte.,28.0,Gemma,Hindi,ECT,4,1.0,
R_2AXvPGVxtOq36Ex,7,`Rajinder Singh Bedi kaee-kae ghanta Vira ji ke sirahaane aakar baithte rahte aur Vira ji ke saath unki bimari ke vishay mein vinood karte rahte.,28.0,Gemma,Hindi,ECT,3,2.0,vinood?
R_27jmHxlLG74knHb,7,"`pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai.",3.0,Gemma,Hindi,ECT,1,1.0,
R_81GmAV1wdQnvKp4,7,"`pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai.",3.0,Gemma,Hindi,ECT,3,1.0,
R_2AXvPGVxtOq36Ex,7,"`pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai.",3.0,Gemma,Hindi,ECT,4,4.0,
R_27jmHxlLG74knHb,7,`This value represent the burning flags that were used in such a context last time.,6.0,Gemma,English,ECT,3,1.0,
R_81GmAV1wdQnvKp4,7,`This value represent the burning flags that were used in such a context last time.,6.0,Gemma,English,ECT,2,1.0,
R_2AXvPGVxtOq36Ex,7,`This value represent the burning flags that were used in such a context last time.,6.0,Gemma,English,ECT,1,1.0,"I don't really understand the sentence, and it could have multiple meanings. "
R_27jmHxlLG74knHb,7,`Rajinder Singh Bedi aata tha aur saath mein baith ke use samjhaata tha.,28.0,Gemma,English,ECT,5,4.0,
R_81GmAV1wdQnvKp4,7,`Rajinder Singh Bedi aata tha aur saath mein baith ke use samjhaata tha.,28.0,Gemma,English,ECT,5,4.0,
R_2AXvPGVxtOq36Ex,7,`Rajinder Singh Bedi aata tha aur saath mein baith ke use samjhaata tha.,28.0,Gemma,English,ECT,5,5.0,
R_27jmHxlLG74knHb,7,`in January 1943 woh apne naye programmes ka announcement kiya. 26 January se launch hone wale the.,16.0,Gemma,English,ECT,2,1.0,
R_81GmAV1wdQnvKp4,7,`in January 1943 woh apne naye programmes ka announcement kiya. 26 January se launch hone wale the.,16.0,Gemma,English,ECT,3,3.0,pronouns seem off but the meaning is clear
R_2AXvPGVxtOq36Ex,7,`in January 1943 woh apne naye programmes ka announcement kiya. 26 January se launch hone wale the.,16.0,Gemma,English,ECT,5,4.0,tha instead of the I think?
R_27jmHxlLG74knHb,7,"`The other attractions include four museums, ek sculpture park and an खुली air रंगमंच.",5.0,Gemma,English,Matrix,3,4.0,
R_81GmAV1wdQnvKp4,7,"`The other attractions include four museums, ek sculpture park and an खुली air रंगमंच.",5.0,Gemma,English,Matrix,3,1.0,rangmanch doesnt seem common. also if you are saying ek then likely to say aur instead of and
R_2AXvPGVxtOq36Ex,7,"`The other attractions include four museums, ek sculpture park and an खुली air रंगमंच.",5.0,Gemma,English,Matrix,4,4.0,would use the english word for rangmanch
R_27jmHxlLG74knHb,7,"`Additionally, the system is dependent on a responsible media and a satark society.",23.0,Gemma,English,Matrix,4,4.0,
R_81GmAV1wdQnvKp4,7,"`Additionally, the system is dependent on a responsible media and a satark society.",23.0,Gemma,English,Matrix,3,2.0,system responsible media aur satark society pe depend karta hain
R_2AXvPGVxtOq36Ex,7,"`Additionally, the system is dependent on a responsible media and a satark society.",23.0,Gemma,English,Matrix,4,5.0,only if I knew what satark meant I would likely use this sentence. 
R_27jmHxlLG74knHb,7,`It can become kirkiri in the kूटनीतिक sambandhon between raashtron.,25.0,Gemma,English,Matrix,2,2.0,
R_81GmAV1wdQnvKp4,7,`It can become kirkiri in the kूटनीतिक sambandhon between raashtron.,25.0,Gemma,English,Matrix,1,1.0,
R_2AXvPGVxtOq36Ex,7,`It can become kirkiri in the kूटनीतिक sambandhon between raashtron.,25.0,Gemma,English,Matrix,3,1.0,I dont not fully understand the sentence. 
R_27jmHxlLG74knHb,7,"`other attractions mein char museums, ek sculpture garden aur ek open air amphitheatre hain.",5.0,Gemma,Hindi,Matrix,5,4.0,
R_81GmAV1wdQnvKp4,7,"`other attractions mein char museums, ek sculpture garden aur ek open air amphitheatre hain.",5.0,Gemma,Hindi,Matrix,5,4.0,
R_2AXvPGVxtOq36Ex,7,"`other attractions mein char museums, ek sculpture garden aur ek open air amphitheatre hain.",5.0,Gemma,Hindi,Matrix,5,5.0,
R_27jmHxlLG74knHb,7,`ve ek number vocational programmes run karte hain jiske liye varying duration hai.,4.0,Gemma,Hindi,Matrix,3,3.0,
R_81GmAV1wdQnvKp4,7,`ve ek number vocational programmes run karte hain jiske liye varying duration hai.,4.0,Gemma,Hindi,Matrix,3,3.0,"jinki varying duration hai
"
R_2AXvPGVxtOq36Ex,7,`ve ek number vocational programmes run karte hain jiske liye varying duration hai.,4.0,Gemma,Hindi,Matrix,5,4.0,... jiske liye there are a varying number of duration times
R_27jmHxlLG74knHb,7,`aap ko fir se aap ke jobseeker 's allotment ke liye arji bharni pad sakti hai jab aap apni naukri finish kar de.,14.0,Gemma,Hindi,Matrix,4,4.0,
R_81GmAV1wdQnvKp4,7,`aap ko fir se aap ke jobseeker 's allotment ke liye arji bharni pad sakti hai jab aap apni naukri finish kar de.,14.0,Gemma,Hindi,Matrix,4,3.0,
R_2AXvPGVxtOq36Ex,7,`aap ko fir se aap ke jobseeker 's allotment ke liye arji bharni pad sakti hai jab aap apni naukri finish kar de.,14.0,Gemma,Hindi,Matrix,4,2.0,would not say arji bharni and i would change ending to jab apka naukri katam
R_27jmHxlLG74knHb,7,`meeting me candidate ne appeal karna hee kaha hai ki use Krishna Sikand chhod dena chahiye,29.0,Llama,Hindi,Baseline,2,1.0,
R_81GmAV1wdQnvKp4,7,`meeting me candidate ne appeal karna hee kaha hai ki use Krishna Sikand chhod dena chahiye,29.0,Llama,Hindi,Baseline,2,2.0,
